sample1	sample2	average_score	location.1	country.1	sampleType.1	location.2	country.2	sampleType.2	comparisons	compared_locations	host_comparisons
G0075_i4	G0315_i2	0.844023548729883	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0317_i1	0.875757701680094	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0321_i2	0.854554345392952	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0322_i1	0.870415106616491	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0333_i1	0.830537049609144	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0348_i1	0.877735198089468	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0348_i2	0.85368922396857	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0349_i1	0.87016813938644	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0350_i2	0.812179734232074	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0354_i1	0.877173934190045	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0354_i2	0.858843133482282	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0354_i4	0.845561068994403	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0355_i2	0.860800405801091	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0361_i1	0.87830902520327	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0361_i2	0.894431464974363	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0361_i3	0.884454749853172	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0362_i3	0.87972292364836	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0363_i4	0.811932166991877	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0364_i3	0.792512973494826	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0365_i1	0.841969437211898	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0370_i3	0.863703772419288	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0371_i3	0.823794519404891	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0380_i2	0.84476777266578	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0385_i1	0.883451266238819	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0390_i2	0.869796656050231	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0391_i2	0.883259792289623	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0393_i1	0.864794444141813	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0395_i1	0.895517116755438	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0411_i1	0.820453712325031	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	G0412_i1	0.841123079053843	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0075_i4	G0416_i3	0.870785590429896	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0075_i4	LL_i12	0.825175742023026	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i14	0.835618054845266	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i15	0.806343020379023	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i21	0.834130783407179	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i22	0.845084405857981	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i24	0.826881144762518	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i29	0.827277001815191	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i31	0.829491620543381	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i33	0.832503231263553	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i34	0.863858872241174	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i39	0.815695531979726	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i41	0.811819549671855	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i44a	0.840331550256539	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	LL_i44b	0.840205324162266	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	T150_i1	0.844461956287225	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	T150_i2	0.831038779104544	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	T262_i1	0.844986251433615	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0075_i4	T262_i2	0.83542705946763	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	G0174_i1	0.878206706856975	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0174_i2	0.815762279034883	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0174_i3	0.84895582598922	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0174_i4	0.856465781149095	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0218_i4b	0.860425435943822	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0315_i1	0.844600871445937	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0315_i2	0.911682705664778	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0317_i1	0.865708245982591	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0321_i2	0.865894458042704	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0322_i1	0.863824793958599	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0333_i1	0.865684045575887	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0348_i1	0.894024944022661	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0348_i2	0.878853686811484	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0349_i1	0.886988198760366	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0350_i2	0.846137190104869	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0354_i1	0.845320426342504	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0354_i2	0.846893800411148	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0354_i4	0.857595353011196	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0355_i2	0.878183740591288	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0361_i1	0.867406856721457	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0361_i2	0.847544296042233	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0361_i3	0.877892913022877	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0362_i3	0.893700580923407	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0363_i4	0.829783267205074	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0364_i3	0.823996342248341	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0365_i1	0.863240167626078	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0370_i3	0.846260098379772	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0371_i3	0.801560761155379	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0380_i2	0.817869897290183	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0385_i1	0.87663929570628	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0390_i2	0.848365325538562	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0391_i2	0.889064967437957	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0393_i1	0.860409173076551	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0395_i1	0.848619213971567	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0411_i1	0.833607930393853	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	G0412_i1	0.854435766176906	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0078_i1	G0416_i3	0.909107851990512	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0078_i1	LL_i12	0.859547830010852	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i14	0.811114745128404	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i15	0.805081020853396	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i21	0.832543979810489	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i22	0.850969057249972	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i24	0.863822266224133	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i29	0.839632090199214	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i31	0.838708681098156	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i33	0.840196672046145	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i34	0.82273059722816	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i39	0.877862346600376	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i41	0.853855984643458	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i44a	0.841010117061516	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	LL_i44b	0.833523954626179	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	T150_i1	0.877767182402415	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	T150_i2	0.822557510273883	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	T262_i1	0.859247088210129	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0078_i1	T262_i2	0.83748496525004	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	G0218_i4b	0.82170187482595	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0315_i1	0.840774496690194	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0315_i2	0.866903675188924	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0317_i1	0.880339461359981	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0321_i2	0.848412393324866	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0322_i1	0.824651266317403	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0333_i1	0.839648774214851	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0348_i1	0.888622475174639	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0348_i2	0.889968272416844	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0349_i1	0.839391532021978	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0350_i2	0.825270978526756	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0354_i1	0.84456655032099	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0354_i2	0.831051987204326	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0354_i4	0.846135736681057	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0355_i2	0.819675320096157	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0361_i1	0.905765117010807	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0361_i2	0.849621553643198	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0361_i3	0.906023272875401	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0362_i3	0.869529340054609	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0363_i4	0.81757994893565	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0364_i3	0.84318686326303	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0365_i1	0.805025212563278	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0370_i3	0.841175683424364	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0371_i3	0.812896800854794	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0380_i2	0.818799957582316	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0385_i1	0.880960374554755	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0390_i2	0.903011205492856	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0391_i2	0.870855235290129	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0393_i1	0.842137534116177	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0395_i1	0.886717135933635	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0411_i1	0.823968228371806	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	G0412_i1	0.805573247044997	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i1	G0416_i3	0.830472764480177	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i1	LL_i12	0.828493959484396	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i14	0.840125150025782	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i15	0.807551065675602	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i21	0.794061328743466	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i22	0.793105985337194	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i24	0.851578575508231	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i29	0.857980768648104	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i31	0.822914025657366	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i33	0.824198565680731	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i34	0.810550062453143	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i39	0.807676111177346	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i41	0.823009128553959	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i44a	0.813040230367485	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	LL_i44b	0.831568748934539	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	T150_i1	0.805935319085799	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	T150_i2	0.83720807099349	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	T262_i1	0.83461278005783	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i1	T262_i2	0.824727728288155	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	G0218_i4b	0.809164102176427	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0315_i1	0.82898534163813	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0315_i2	0.823772537339941	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0317_i1	0.874134645787735	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0321_i2	0.837432325386158	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0322_i1	0.856211867319612	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0333_i1	0.830668923427071	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0348_i1	0.871411588276515	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0348_i2	0.829541360991652	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0349_i1	0.873289433040888	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0350_i2	0.788952762020339	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0354_i1	0.839548965844318	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0354_i2	0.782626075572682	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0354_i4	0.813804266130406	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0355_i2	0.829415312035863	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0361_i1	0.881446186869536	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0361_i2	0.859941190667311	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0361_i3	0.874358262491511	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0362_i3	0.853922971520498	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0363_i4	0.802300127512141	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0364_i3	0.791379299231108	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0365_i1	0.818612253464321	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0370_i3	0.826037356974821	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0371_i3	0.831592208713538	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0380_i2	0.791629150067353	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0385_i1	0.843975734425614	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0390_i2	0.861477537606528	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0391_i2	0.858078929213952	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0393_i1	0.834708667848744	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0395_i1	0.849287180032164	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0411_i1	0.806097687186674	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	G0412_i1	0.833726768178123	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
G0174_i2	G0416_i3	0.829622826329701	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i2	LL_i12	0.829946774413345	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i14	0.810342963868715	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i15	0.840318254322721	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i21	0.841070995619692	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i22	0.794836671529094	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i24	0.810501696385632	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i29	0.799044279091329	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i31	0.79653694121801	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i33	0.835307610185618	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i34	0.778423260615097	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i39	0.78829487893064	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i41	0.842584378773838	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i44a	0.78911696790722	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	LL_i44b	0.821526781765787	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	T150_i1	0.80758416671622	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	T150_i2	0.815177329003267	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	T262_i1	0.810421225773282	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i2	T262_i2	0.763902134751584	Lambarene	Gabon	Adult	Germany	Germany	Adult	between host	G vs. T	Unrelated
G0174_i3	G0218_i4b	0.806652066524834	Lambarene	Gabon	Adult	Lambarene	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i3	G0315_i1	0.867945777955284	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i3	G0315_i2	0.857590019077905	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i3	G0317_i1	0.884130180934878	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i3	G0321_i2	0.872193959824083	Lambarene	Gabon	Adult	Ikobey	Gabon	Adult	between host	G vs. G	Unrelated
G0174_i3	G0322_i1	0.845166791514067	Lambarene	Gabon	Adult	Ikobey	Gabon	Child	between host	G vs. G	Unrelated
